  Unnamed: 0_x,Entity,Year,Terrorist attacks,Oil Reserves (Barrels),Percentage of World Reserves,Country,Government Integrity,Judicial Effectiveness,Trade Freedom,Property Rights,Unnamed: 0_y,Lockheed Martin (Billion USD),General Dynamics (Billion USD),region
  0,Albania,1994,2,168332000,0.01,Albania,36.6,50.0,82.6,56.8,0,22.9,3.2,Europe
  1,Albania,1995,0,168332000,0.01,Albania,36.6,50.0,82.6,56.8,1,22.8,3.1,Europe
  2,Albania,1996,6,168332000,0.01,Albania,36.6,50.0,82.6,56.8,2,26.8,3.1,Europe
  3,Albania,1997,41,168332000,0.01,Albania,36.6,50.0,82.6,56.8,3,28.0,3.6,Europe
  4,Albania,1998,7,168332000,0.01,Albania,36.6,50.0,82.6,56.8,4,26.0,7.4,Europe
  5,Albania,1999,3,168332000,0.01,Albania,36.6,50.0,82.6,56.8,5,25.0,8.9,Europe
  6,Albania,2000,2,168332000,0.01,Albania,36.6,50.0,82.6,56.8,6,24.5,10.4,Europe
  7,Albania,2001,1,168332000,0.01,Albania,36.6,50.0,82.6,56.8,7,24.0,12.0,Europe
  8,Albania,2002,0,168332000,0.01,Albania,36.6,50.0,82.6,56.8,8,26.5,13.7,Europe
  9,Albania,2003,1,168332000,0.01,Albania,36.6,50.0,82.6,56.8,9,31.8,16.4,Europe
  10,Albania,2004,0,168332000,0.01,Albania,36.6,50.0,82.6,56.8,10,35.5,19.2,Europe
  11,Albania,2005,0,168332000,0.01,Albania,36.6,50.0,82.6,56.8,11,37.7,21.0,Europe
  12,Albania,2006,0,168332000,0.01,Albania,36.6,50.0,82.6,56.8,12,39.6,24.1,Europe
  13,Albania,2007,0,168332000,0.01,Albania,36.6,50.0,82.6,56.8,13,41.9,27.2,Europe
  14,Albania,2008,0,168332000,0.01,Albania,36.6,50.0,82.6,56.8,14,42.7,29.3,Europe
  15,Albania,2009,1,168332000,0.01,Albania,36.6,50.0,82.6,56.8,15,45.2,32.0,Europe
  16,Albania,2010,0,168332000,0.01,Albania,36.6,50.0,82.6,56.8,16,45.7,32.5,Europe
  17,Albania,2011,0,168332000,0.01,Albania,36.6,50.0,82.6,56.8,17,46.5,32.7,Europe
  18,Albania,2012,0,168332000,0.01,Albania,36.6,50.0,82.6,56.8,18,47.2,31.5,Europe
  19,Albania,2013,1,168332000,0.01,Albania,36.6,50.0,82.6,56.8,19,45.3,30.9,Europe
  20,Albania,2014,2,168332000,0.01,Albania,36.6,50.0,82.6,56.8,20,45.6,30.8,Europe
  21,Albania,2015,4,168332000,0.01,Albania,36.6,50.0,82.6,56.8,21,46.1,31.8,Europe
  22,Albania,2016,2,168332000,0.01,Albania,36.6,50.0,82.6,56.8,22,47.2,30.6,Europe
  23,Albania,2017,1,168332000,0.01,Albania,36.6,50.0,82.6,56.8,23,50.0,31.0,Europe
  24,Albania,2018,0,168332000,0.01,Albania,36.6,50.0,82.6,56.8,24,53.8,36.2,Europe
  25,Albania,2019,1,168332000,0.01,Albania,36.6,50.0,82.6,56.8,25,59.8,39.3,Europe
  26,Albania,2020,1,168332000,0.01,Albania,36.6,50.0,82.6,56.8,26,65.4,38.0,Europe
  27,Albania,2021,1,168332000,0.01,Albania,36.6,50.0,82.6,56.8,27,67.1,38.5,Europe
  28,Algeria,1994,227,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,0,22.9,3.2,Middle East/North Africa
  29,Algeria,1995,185,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,1,22.8,3.1,Middle East/North Africa
  30,Algeria,1996,129,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,2,26.8,3.1,Middle East/North Africa
  31,Algeria,1997,344,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,3,28.0,3.6,Middle East/North Africa
  32,Algeria,1998,151,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,4,26.0,7.4,Middle East/North Africa
  33,Algeria,1999,106,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,5,25.0,8.9,Middle East/North Africa
  34,Algeria,2000,138,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,6,24.5,10.4,Middle East/North Africa
  35,Algeria,2001,113,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,7,24.0,12.0,Middle East/North Africa
  36,Algeria,2002,132,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,8,26.5,13.7,Middle East/North Africa
  37,Algeria,2003,75,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,9,31.8,16.4,Middle East/North Africa
  38,Algeria,2004,67,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,10,35.5,19.2,Middle East/North Africa
  39,Algeria,2005,104,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,11,37.7,21.0,Middle East/North Africa
  40,Algeria,2006,152,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,12,39.6,24.1,Middle East/North Africa
  41,Algeria,2007,124,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,13,41.9,27.2,Middle East/North Africa
  42,Algeria,2008,107,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,14,42.7,29.3,Middle East/North Africa
  43,Algeria,2009,108,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,15,45.2,32.0,Middle East/North Africa
  44,Algeria,2010,100,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,16,45.7,32.5,Middle East/North Africa
  45,Algeria,2011,15,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,17,46.5,32.7,Middle East/North Africa
  46,Algeria,2012,41,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,18,47.2,31.5,Middle East/North Africa
  47,Algeria,2013,22,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,19,45.3,30.9,Middle East/North Africa
  48,Algeria,2014,13,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,20,45.6,30.8,Middle East/North Africa
  49,Algeria,2015,15,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,21,46.1,31.8,Middle East/North Africa
  50,Algeria,2016,9,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,22,47.2,30.6,Middle East/North Africa
  51,Algeria,2017,14,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,23,50.0,31.0,Middle East/North Africa
  52,Algeria,2018,7,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,24,53.8,36.2,Middle East/North Africa
  53,Algeria,2019,0,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,25,59.8,39.3,Middle East/North Africa
  54,Algeria,2020,4,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,26,65.4,38.0,Middle East/North Africa
  55,Algeria,2021,1,12200000000,0.7,Algeria,27.7,28.9,57.4,27.5,27,67.1,38.5,Middle East/North Africa
  56,Angola,1994,9,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,0,22.9,3.2,Sub-Saharan Africa
  57,Angola,1995,10,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,1,22.8,3.1,Sub-Saharan Africa
  58,Angola,1996,4,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,2,26.8,3.1,Sub-Saharan Africa
  59,Angola,1997,7,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,3,28.0,3.6,Sub-Saharan Africa
  60,Angola,1998,20,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,4,26.0,7.4,Sub-Saharan Africa
  61,Angola,1999,34,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,5,25.0,8.9,Sub-Saharan Africa
  62,Angola,2000,22,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,6,24.5,10.4,Sub-Saharan Africa
  63,Angola,2001,40,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,7,24.0,12.0,Sub-Saharan Africa
64,Angola,2002,6,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,8,26.5,13.7,Sub-Saharan Africa
65,Angola,2003,0,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,9,31.8,16.4,Sub-Saharan Africa
66,Angola,2004,0,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,10,35.5,19.2,Sub-Saharan Africa
67,Angola,2005,0,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,11,37.7,21.0,Sub-Saharan Africa
68,Angola,2006,0,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,12,39.6,24.1,Sub-Saharan Africa
69,Angola,2007,0,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,13,41.9,27.2,Sub-Saharan Africa
70,Angola,2008,0,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,14,42.7,29.3,Sub-Saharan Africa
71,Angola,2009,1,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,15,45.2,32.0,Sub-Saharan Africa
72,Angola,2010,2,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,16,45.7,32.5,Sub-Saharan Africa
73,Angola,2011,0,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,17,46.5,32.7,Sub-Saharan Africa
74,Angola,2012,0,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,18,47.2,31.5,Sub-Saharan Africa
75,Angola,2013,0,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,19,45.3,30.9,Sub-Saharan Africa
76,Angola,2014,0,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,20,45.6,30.8,Sub-Saharan Africa
77,Angola,2015,0,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,21,46.1,31.8,Sub-Saharan Africa
78,Angola,2016,2,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,22,47.2,30.6,Sub-Saharan Africa
79,Angola,2017,6,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,23,50.0,31.0,Sub-Saharan Africa
80,Angola,2018,0,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,24,53.8,36.2,Sub-Saharan Africa
81,Angola,2019,1,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,25,59.8,39.3,Sub-Saharan Africa
82,Angola,2020,1,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,26,65.4,38.0,Sub-Saharan Africa
83,Angola,2021,0,8423000000,0.51,Angola,27.8,25.7,68.6,40.4,27,67.1,38.5,Sub-Saharan Africa
84,Argentina,1994,14,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,0,22.9,3.2,Americas
85,Argentina,1995,16,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,1,22.8,3.1,Americas
86,Argentina,1996,19,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,2,26.8,3.1,Americas
87,Argentina,1997,11,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,3,28.0,3.6,Americas
88,Argentina,1998,0,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,4,26.0,7.4,Americas
89,Argentina,1999,1,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,5,25.0,8.9,Americas
90,Argentina,2000,0,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,6,24.5,10.4,Americas
91,Argentina,2001,2,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,7,24.0,12.0,Americas
92,Argentina,2002,0,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,8,26.5,13.7,Americas
93,Argentina,2003,1,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,9,31.8,16.4,Americas
94,Argentina,2004,0,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,10,35.5,19.2,Americas
95,Argentina,2005,3,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,11,37.7,21.0,Americas
96,Argentina,2006,0,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,12,39.6,24.1,Americas
97,Argentina,2007,0,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,13,41.9,27.2,Americas
98,Argentina,2008,0,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,14,42.7,29.3,Americas
99,Argentina,2009,1,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,15,45.2,32.0,Americas
100,Argentina,2010,5,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,16,45.7,32.5,Americas
101,Argentina,2011,1,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,17,46.5,32.7,Americas
102,Argentina,2012,2,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,18,47.2,31.5,Americas
103,Argentina,2013,2,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,19,45.3,30.9,Americas
104,Argentina,2014,1,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,20,45.6,30.8,Americas
105,Argentina,2015,1,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,21,46.1,31.8,Americas
106,Argentina,2016,2,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,22,47.2,30.6,Americas
107,Argentina,2017,3,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,23,50.0,31.0,Americas
108,Argentina,2018,5,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,24,53.8,36.2,Americas
109,Argentina,2019,1,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,25,59.8,39.3,Americas
110,Argentina,2020,5,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,26,65.4,38.0,Americas
111,Argentina,2021,2,2379702000,0.14,Argentina,39.8,55.8,58.6,34.5,27,67.1,38.5,Americas
112,Australia,1994,9,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,0,22.9,3.2,Asia-Pacific
113,Australia,1995,5,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,1,22.8,3.1,Asia-Pacific
114,Australia,1996,5,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,2,26.8,3.1,Asia-Pacific
115,Australia,1997,4,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,3,28.0,3.6,Asia-Pacific
116,Australia,1998,6,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,4,26.0,7.4,Asia-Pacific
117,Australia,1999,0,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,5,25.0,8.9,Asia-Pacific
118,Australia,2000,1,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,6,24.5,10.4,Asia-Pacific
119,Australia,2001,2,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,7,24.0,12.0,Asia-Pacific
120,Australia,2002,0,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,8,26.5,13.7,Asia-Pacific
121,Australia,2003,0,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,9,31.8,16.4,Asia-Pacific
122,Australia,2004,0,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,10,35.5,19.2,Asia-Pacific
123,Australia,2005,0,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,11,37.7,21.0,Asia-Pacific
124,Australia,2006,2,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,12,39.6,24.1,Asia-Pacific
125,Australia,2007,0,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,13,41.9,27.2,Asia-Pacific
126,Australia,2008,1,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,14,42.7,29.3,Asia-Pacific
127,Australia,2009,1,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,15,45.2,32.0,Asia-Pacific
128,Australia,2010,1,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,16,45.7,32.5,Asia-Pacific
129,Australia,2011,0,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,17,46.5,32.7,Asia-Pacific
130,Australia,2012,0,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,18,47.2,31.5,Asia-Pacific
131,Australia,2013,1,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,19,45.3,30.9,Asia-Pacific
132,Australia,2014,8,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,20,45.6,30.8,Asia-Pacific
133,Australia,2015,12,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,21,46.1,31.8,Asia-Pacific
134,Australia,2016,9,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,22,47.2,30.6,Asia-Pacific
135,Australia,2017,4,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,23,50.0,31.0,Asia-Pacific
136,Australia,2018,3,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,24,53.8,36.2,Asia-Pacific
137,Australia,2019,2,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,25,59.8,39.3,Asia-Pacific
138,Australia,2020,5,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,26,65.4,38.0,Asia-Pacific
139,Australia,2021,1,1193000000,0.07,Australia,85.2,94.4,89.8,91.0,27,67.1,38.5,Asia-Pacific
140,Austria,1994,5,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,0,22.9,3.2,Europe
141,Austria,1995,12,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,1,22.8,3.1,Europe
142,Austria,1996,4,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,2,26.8,3.1,Europe
143,Austria,1997,1,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,3,28.0,3.6,Europe
144,Austria,1998,1,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,4,26.0,7.4,Europe
145,Austria,1999,0,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,5,25.0,8.9,Europe
146,Austria,2000,0,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,6,24.5,10.4,Europe
147,Austria,2001,0,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,7,24.0,12.0,Europe
148,Austria,2002,0,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,8,26.5,13.7,Europe
149,Austria,2003,0,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,9,31.8,16.4,Europe
150,Austria,2004,0,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,10,35.5,19.2,Europe
151,Austria,2005,0,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,11,37.7,21.0,Europe
152,Austria,2006,1,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,12,39.6,24.1,Europe
153,Austria,2007,1,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,13,41.9,27.2,Europe
154,Austria,2008,7,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,14,42.7,29.3,Europe
155,Austria,2009,3,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,15,45.2,32.0,Europe
156,Austria,2010,0,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,16,45.7,32.5,Europe
157,Austria,2011,1,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,17,46.5,32.7,Europe
158,Austria,2012,0,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,18,47.2,31.5,Europe
159,Austria,2013,1,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,19,45.3,30.9,Europe
160,Austria,2014,0,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,20,45.6,30.8,Europe
161,Austria,2015,0,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,21,46.1,31.8,Europe
162,Austria,2016,3,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,22,47.2,30.6,Europe
163,Austria,2017,1,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,23,50.0,31.0,Europe
164,Austria,2018,1,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,24,53.8,36.2,Europe
165,Austria,2019,0,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,25,59.8,39.3,Europe
166,Austria,2020,4,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,26,65.4,38.0,Europe
167,Austria,2021,0,45400000,0.0028,Austria,74.8,94.8,79.2,96.9,27,67.1,38.5,Europe
168,Azerbaijan,1994,11,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,0,22.9,3.2,Europe
169,Azerbaijan,1995,2,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,1,22.8,3.1,Europe
170,Azerbaijan,1996,2,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,2,26.8,3.1,Europe
171,Azerbaijan,1997,1,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,3,28.0,3.6,Europe
172,Azerbaijan,1998,0,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,4,26.0,7.4,Europe
173,Azerbaijan,1999,0,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,5,25.0,8.9,Europe
174,Azerbaijan,2000,1,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,6,24.5,10.4,Europe
175,Azerbaijan,2001,4,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,7,24.0,12.0,Europe
176,Azerbaijan,2002,1,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,8,26.5,13.7,Europe
177,Azerbaijan,2003,0,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,9,31.8,16.4,Europe
178,Azerbaijan,2004,0,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,10,35.5,19.2,Europe
179,Azerbaijan,2005,0,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,11,37.7,21.0,Europe
180,Azerbaijan,2006,0,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,12,39.6,24.1,Europe
181,Azerbaijan,2007,1,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,13,41.9,27.2,Europe
182,Azerbaijan,2008,2,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,14,42.7,29.3,Europe
183,Azerbaijan,2009,2,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,15,45.2,32.0,Europe
184,Azerbaijan,2010,0,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,16,45.7,32.5,Europe
185,Azerbaijan,2011,0,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,17,46.5,32.7,Europe
186,Azerbaijan,2012,0,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,18,47.2,31.5,Europe
187,Azerbaijan,2013,0,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,19,45.3,30.9,Europe
188,Azerbaijan,2014,3,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,20,45.6,30.8,Europe
189,Azerbaijan,2015,0,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,21,46.1,31.8,Europe
190,Azerbaijan,2016,2,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,22,47.2,30.6,Europe
191,Azerbaijan,2017,2,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,23,50.0,31.0,Europe
192,Azerbaijan,2018,1,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,24,53.8,36.2,Europe
193,Azerbaijan,2019,0,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,25,59.8,39.3,Europe
194,Azerbaijan,2020,0,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,26,65.4,38.0,Europe
195,Azerbaijan,2021,0,7000000000,0.42,Azerbaijan,24.0,18.5,69.0,53.0,27,67.1,38.5,Europe
196,Bahrain,1994,1,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,0,22.9,3.2,Middle East/North Africa
197,Bahrain,1995,8,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,1,22.8,3.1,Middle East/North Africa
198,Bahrain,1996,16,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,2,26.8,3.1,Middle East/North Africa
199,Bahrain,1997,11,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,3,28.0,3.6,Middle East/North Africa
200,Bahrain,1998,0,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,4,26.0,7.4,Middle East/North Africa
201,Bahrain,1999,0,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,5,25.0,8.9,Middle East/North Africa
202,Bahrain,2000,0,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,6,24.5,10.4,Middle East/North Africa
203,Bahrain,2001,0,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,7,24.0,12.0,Middle East/North Africa
204,Bahrain,2002,0,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,8,26.5,13.7,Middle East/North Africa
205,Bahrain,2003,1,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,9,31.8,16.4,Middle East/North Africa
206,Bahrain,2004,0,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,10,35.5,19.2,Middle East/North Africa
207,Bahrain,2005,0,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,11,37.7,21.0,Middle East/North Africa
208,Bahrain,2006,1,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,12,39.6,24.1,Middle East/North Africa
209,Bahrain,2007,0,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,13,41.9,27.2,Middle East/North Africa
210,Bahrain,2008,1,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,14,42.7,29.3,Middle East/North Africa
211,Bahrain,2009,0,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,15,45.2,32.0,Middle East/North Africa
212,Bahrain,2010,2,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,16,45.7,32.5,Middle East/North Africa
213,Bahrain,2011,1,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,17,46.5,32.7,Middle East/North Africa
214,Bahrain,2012,26,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,18,47.2,31.5,Middle East/North Africa
215,Bahrain,2013,52,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,19,45.3,30.9,Middle East/North Africa
216,Bahrain,2014,42,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,20,45.6,30.8,Middle East/North Africa
217,Bahrain,2015,18,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,21,46.1,31.8,Middle East/North Africa
218,Bahrain,2016,3,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,22,47.2,30.6,Middle East/North Africa
219,Bahrain,2017,21,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,23,50.0,31.0,Middle East/North Africa
220,Bahrain,2018,1,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,24,53.8,36.2,Middle East/North Africa
221,Bahrain,2019,0,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,25,59.8,39.3,Middle East/North Africa
222,Bahrain,2020,0,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,26,65.4,38.0,Middle East/North Africa
223,Bahrain,2021,0,124560000,0.008,Bahrain,38.0,30.2,85.2,65.1,27,67.1,38.5,Middle East/North Africa
224,Bangladesh,1994,68,28000000,0.0017,Bangladesh,23.0,28.8,62.0,36.0,0,22.9,3.2,Asia-Pacific
225,Bangladesh,1995,74,28000000,0.0017,Bangladesh,23.0,28.8,62.0,36.0,1,22.8,3.1,Asia-Pacific
226,Bangladesh,1996,161,28000000,0.0017,Bangladesh,23.0,28.8,62.0,36.0,2,26.8,3.1,Asia-Pacific
227,Bangladesh,1997,17,28000000,0.0017,Bangladesh,23.0,28.8,62.0,36.0,3,28.0,3.6,Asia-Pacific
228,Bangladesh,1998,2,28000000,0.0017,Bangladesh,23.0,28.8,62.0,36.0,4,26.0,7.4,Asia-Pacific
229,Bangladesh,1999,11,28000000,0.0017,Bangladesh,23.0,28.8,62.0,36.0,5,25.0,8.9,Asia-Pacific
230,Bangladesh,2000,23,28000000,0.0017,Bangladesh,23.0,28.8,62.0,36.0,6,24.5,10.4,Asia-Pacific
231,Bangladesh,2001,15,28000000,0.0017,Bangladesh,23.0,28.8,62.0,36.0,7,24.0,12.0,Asia-Pacific
232,Bangladesh,2002,5,28000000,0.0017,Bangladesh,23.0,28.8,62.0,36.0,8,26.5,13.7,Asia-Pacific
